Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.864113881	-0.0134308279631668
HMR_9039	isoleucine	-0.00889841	-0.00840108948483367
HMR_9040	leucine	-0.010361673	-0.0158984761167171
HMR_9041	lysine	-0.012443708	-0.104104232329121
HMR_9042	methionine	-0.003263032	-0.0038491047440473
HMR_9043	phenylalanine	-0.00339599	-0.0060748914003877
HMR_9044	threonine	-0.008802744	-0.008802744
HMR_9045	tryptophan	-0.000725178	-0.00160658284968931
HMR_9046	valine	-0.010005055	-0.0112795504238603
HMR_9061	alanine	0.0076389	7.26835492400428e-05
HMR_9062	asparagine	-0.002440472	-0.00624224378056366
HMR_9063	glutamine	-0.109775824	-0.150162307516285
HMR_9064	tyrosine	-0.003969672	-0.00458545521682157
HMR_9066	arginine	-0.009856139	-0.00888641138734399
HMR_9067	glycine	0.0025653	-0.00707381811297115
HMR_9068	proline	0.000231007	-0.00835088377078088
HMR_9069	serine	-0.030117158	-0.0216744072354058
HMR_9070	aspartate	-0.000684778	0
HMR_9071	glutamate	0.018807129	0
HMR_9083	choline	-0.000571763	-0.00174813951266618
HMR_9087	ornithine	0.01603422	0
HMR_9133	pyruvate	5.75643e-08	0
HMR_9135	L-lactate	0.992967126	0.0145991945993454
HMR_9146	folate	-1.39717e-05	0
HMR_9259	AKG	1.23778e-05	0
HMR_9292	L-carnitine	9.89095e-06	0
humanGrowthOut	biomass	0.025987054	0.0355312909078492
