Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.398649261	-0.398649261
HMR_9039	isoleucine	-0.007996597	-0.00496921679103919
HMR_9040	leucine	-0.009283825	-0.010678187538026
HMR_9041	lysine	-0.009191799	-0.0091825980183928
HMR_9042	methionine	-0.00289763	-0.00250873080712658
HMR_9043	phenylalanine	-0.003408873	-0.00466366624401736
HMR_9044	threonine	-0.007183311	-0.00650497012599797
HMR_9045	tryptophan	-0.000944004	-0.00115787575713534
HMR_9046	valine	-0.007691297	-0.00757443724459371
HMR_9061	alanine	0.012695001	-0.0150684664504975
HMR_9062	asparagine	-0.001922615	-0.00643264309519636
HMR_9063	glutamine	-0.094750789	-0.0260736466791962
HMR_9064	tyrosine	-0.004976546	-0.00305550547021827
HMR_9066	arginine	-0.00338457	-0.00815337512316138
HMR_9067	glycine	0.000604886	-0.0259074700659032
HMR_9068	proline	0.002203858	-0.0137176114005062
HMR_9069	serine	-0.021499214	-0.410279335387514
HMR_9070	aspartate	0.002611711	-0.00912364574462536
HMR_9071	glutamate	0.01664521	-0.800780429539368
HMR_9083	choline	-0.001591875	-0.000597102054507733
HMR_9087	ornithine	-0.001200326	0
HMR_9133	pyruvate	4.95238e-08	0
HMR_9135	L-lactate	0.552731028	1.77221041364775
HMR_9146	folate	-6.9796e-06	0
HMR_9259	AKG	2.80183e-06	0
HMR_9292	L-carnitine	-1.20017e-05	0
humanGrowthOut	biomass	0.018027769	0.0268026795633182
