Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.594208072	-0.173136421417869
HMR_9039	isoleucine	-0.007304317	-0.00813862486893175
HMR_9040	leucine	-0.00911516	-0.0154017801304485
HMR_9041	lysine	-0.013165857	-0.011608078498317
HMR_9042	methionine	-0.002318728	-0.00372885203158228
HMR_9043	phenylalanine	-0.003510565	-0.00588510124984507
HMR_9044	threonine	-0.008527731	-0.008527731
HMR_9045	tryptophan	-0.000954767	-0.00155639041318217
HMR_9046	valine	-0.009105286	-0.0109271576925498
HMR_9061	alanine	0.032353203	-0.00820359245653061
HMR_9062	asparagine	-0.002382279	-0.00604722525121822
HMR_9063	glutamine	-0.123594044	-0.0256400509893519
HMR_9064	tyrosine	-0.004926558	-0.0044421976376241
HMR_9066	arginine	-0.012814136	-0.0151543431062721
HMR_9067	glycine	-0.00039991	-0.00685281975825312
HMR_9068	proline	0.002435376	-0.00808998766851981
HMR_9069	serine	-0.022222852	-0.0209972611366528
HMR_9070	aspartate	-0.000494245	0
HMR_9071	glutamate	0.015988165	0
HMR_9083	choline	-0.00136736	-0.00169352460033092
HMR_9087	ornithine	0.009506915	0
HMR_9133	pyruvate	1.04932e-07	0
HMR_9135	L-lactate	0.687740829	0
HMR_9146	folate	-1.39812e-05	0
HMR_9259	AKG	8.67453e-06	0
HMR_9292	L-carnitine	-2.58419e-05	0
humanGrowthOut	biomass	0.02270517	0.034421231714043
